Ngay,Ma_CP,Nganh,Gia_Mo_Cua,Gia_Dong_Cua,Gia_Cao_Nhat,Gia_Thap_Nhat,Khoi_Luong_Giao_Dich,Xu_Huong_Thi_Truong,Ty_Suat_Co_Tuc,He_So_P/E
2023-03-03,MWG,Hàng tiêu dùng,67200,66600.0,68200,65700,7.8,Đi ngang,5.7,25.5
2023-03-06,MWG,Hàng tiêu dùng,68500,67000.0,70000,66500,5.1,Giảm,5.7,25.3
2023-03-07,MWG,Hàng tiêu dùng,65500,66200.0,66800,64000,16.1,Đi ngang,5.7,24.7
2023-03-08,MWG,Hàng tiêu dùng,67500,66600.0,68900,66300,13.8,Giảm,5.7,24.5
2023-03-09,MWG,Hàng tiêu dùng,67400,66500.0,68200,65600,6.5,Giảm,5.7,24.3
2023-03-10,MWG,Hàng tiêu dùng,69900,69400.0,70800,68200,14.8,Đi ngang,5.7,24.9
2023-03-13,MWG,Hàng tiêu dùng,69800,70200.0,71400,69300,7.8,Đi ngang,5.7,24.9
2023-03-14,MWG,Hàng tiêu dùng,72100,71800.0,73100,71100,13.7,Đi ngang,5.7,25.0
2023-03-15,MWG,Hàng tiêu dùng,73600,75200.0,75900,72600,15.8,Tăng,5.7,25.7
2023-03-16,MWG,Hàng tiêu dùng,76800,76900.0,77400,76100,4.6,Đi ngang,5.7,26.2
2023-03-17,MWG,Hàng tiêu dùng,74800,76800.0,77100,74200,9.4,Tăng,5.7,26.1
2023-03-20,MWG,Hàng tiêu dùng,77600,79000.0,80000,76700,16.3,Tăng,5.7,26.7
2023-03-21,MWG,Hàng tiêu dùng,80100,79500.0,81400,78500,3.7,Đi ngang,5.7,26.5
2023-03-22,MWG,Hàng tiêu dùng,81500,79700.0,82100,79200,12.4,Giảm,5.7,26.5
2023-03-23,MWG,Hàng tiêu dùng,78400,79500.0,80000,77200,4.6,Tăng,5.7,26.1
2023-03-24,MWG,Hàng tiêu dùng,78800,80300.0,81700,78200,5.3,Tăng,5.7,25.9
2023-03-27,MWG,Hàng tiêu dùng,82800,82300.0,83300,81000,4.6,Đi ngang,5.7,26.3
2023-03-28,MWG,Hàng tiêu dùng,82000,82100.0,82900,80700,14.9,Đi ngang,5.7,26.0
2023-03-29,MWG,Hàng tiêu dùng,82200,83000.0,83300,81600,6.2,Tăng,5.7,26.0
2023-03-30,MWG,Hàng tiêu dùng,84000,85300.0,86500,83500,15.5,Tăng,5.7,26.4
2023-03-31,MWG,Hàng tiêu dùng,84800,84900.0,86300,84200,9.2,Đi ngang,5.6,25.9
2023-04-03,MWG,Hàng tiêu dùng,86300,86200.0,87700,84800,11.9,Đi ngang,5.6,26.4
2023-04-04,MWG,Hàng tiêu dùng,86600,86000.0,87600,85300,10.9,Đi ngang,5.5,26.8
2023-04-05,MWG,Hàng tiêu dùng,89400,88200.0,90900,87600,15.1,Giảm,5.5,27.6
2023-04-06,MWG,Hàng tiêu dùng,87500,88900.0,90400,86600,8.8,Tăng,5.5,28.3
2023-04-07,MWG,Hàng tiêu dùng,91400,89500.0,92200,88600,11.8,Giảm,5.5,28.8
2023-04-10,MWG,Hàng tiêu dùng,84700,85800.0,86500,83700,7.2,Tăng,5.5,28.0
2023-04-11,MWG,Hàng tiêu dùng,86300,85700.0,86600,85100,8.1,Giảm,5.5,28.2
2023-04-12,MWG,Hàng tiêu dùng,85400,86900.0,87500,84900,11.1,Tăng,5.5,28.6
2023-04-13,MWG,Hàng tiêu dùng,84200,84700.0,86000,83200,18.1,Đi ngang,5.5,28.0
2023-04-14,MWG,Hàng tiêu dùng,81500,83400.0,84400,81000,7.3,Tăng,5.5,27.8
2023-04-17,MWG,Hàng tiêu dùng,83400,83100.0,84600,81700,12.2,Đi ngang,5.5,28.2
2023-04-18,MWG,Hàng tiêu dùng,82400,82300.0,83100,81100,10.9,Đi ngang,5.5,27.9
2023-04-19,MWG,Hàng tiêu dùng,78500,79700.0,80400,77100,6.8,Tăng,5.5,27.1
2023-04-20,MWG,Hàng tiêu dùng,78300,78800.0,79900,77600,13.9,Đi ngang,5.5,27.3
2023-04-21,MWG,Hàng tiêu dùng,79700,79800.0,80700,79100,15.7,Đi ngang,5.5,27.7
2023-04-24,MWG,Hàng tiêu dùng,82400,80400.0,82900,79200,8.9,Giảm,5.5,28.3
2023-04-25,MWG,Hàng tiêu dùng,82100,81900.0,83500,81500,15.6,Đi ngang,5.5,29.1
2023-04-26,MWG,Hàng tiêu dùng,79100,79600.0,80500,77600,11.4,Đi ngang,5.5,28.7
2023-04-27,MWG,Hàng tiêu dùng,78100,79700.0,80100,77500,4.0,Tăng,5.5,29.0
2023-04-28,MWG,Hàng tiêu dùng,79000,79900.0,80800,78400,16.1,Tăng,5.4,29.6
2023-05-01,MWG,Hàng tiêu dùng,81300,79600.0,81900,79100,13.6,Giảm,5.4,29.1
2023-05-02,MWG,Hàng tiêu dùng,78000,79100.0,80400,77600,10.5,Tăng,5.4,28.6
2023-05-03,MWG,Hàng tiêu dùng,78200,79600.0,80200,77300,6.4,Tăng,5.4,28.3
2023-05-04,MWG,Hàng tiêu dùng,81800,79800.0,83100,79000,11.9,Giảm,5.3,28.2
2023-05-05,MWG,Hàng tiêu dùng,82200,81300.0,82600,80400,15.8,Giảm,5.3,28.3
2023-05-08,MWG,Hàng tiêu dùng,83300,83200.0,84300,82900,5.9,Đi ngang,5.3,28.8
2023-05-09,MWG,Hàng tiêu dùng,84000,85600.0,86900,83300,9.0,Tăng,5.3,29.5
2023-05-10,MWG,Hàng tiêu dùng,83400,85300.0,86500,82700,6.6,Tăng,5.3,29.0
2023-05-11,MWG,Hàng tiêu dùng,86600,87200.0,88100,85800,12.2,Đi ngang,5.3,29.5
2023-05-12,MWG,Hàng tiêu dùng,88200,89800.0,90800,86800,10.7,Tăng,5.3,29.9
2023-05-15,MWG,Hàng tiêu dùng,91500,90600.0,92700,90200,14.7,Giảm,5.3,29.7
2023-05-16,MWG,Hàng tiêu dùng,89500,91000.0,91800,88500,6.1,Tăng,5.3,29.8
2023-05-17,MWG,Hàng tiêu dùng,91100,91400.0,92800,90400,11.1,Đi ngang,5.3,29.6
2023-05-18,MWG,Hàng tiêu dùng,92900,92500.0,93300,91100,8.6,Đi ngang,5.3,29.9
2023-05-19,MWG,Hàng tiêu dùng,92400,92100.0,92700,91700,12.1,Đi ngang,5.3,29.4
2023-05-22,MWG,Hàng tiêu dùng,92900,91900.0,94000,91300,16.2,Giảm,5.3,29.1
2023-05-23,MWG,Hàng tiêu dùng,92700,94600.0,94900,91500,15.6,Tăng,5.3,29.9
2023-05-24,MWG,Hàng tiêu dùng,96500,94700.0,97500,94300,10.7,Giảm,5.3,29.6
2023-05-25,MWG,Hàng tiêu dùng,99500,98000.0,100100,97400,13.0,Giảm,5.3,30.2
2023-05-26,MWG,Hàng tiêu dùng,98900,97300.0,100300,96300,12.2,Giảm,5.3,29.6
2023-05-29,MWG,Hàng tiêu dùng,101800,100300.0,103100,99400,19.5,Giảm,5.3,30.2
2023-05-30,MWG,Hàng tiêu dùng,100000,101000.0,102500,98900,7.1,Đi ngang,5.3,30.0
2023-05-31,MWG,Hàng tiêu dùng,105400,105200.0,106700,103700,13.8,Đi ngang,5.3,30.7
2023-06-01,MWG,Hàng tiêu dùng,104300,104500.0,105900,103800,3.5,Đi ngang,5.3,30.7
2023-06-02,MWG,Hàng tiêu dùng,100900,102700.0,103800,99400,4.4,Tăng,5.3,30.3
2023-06-05,MWG,Hàng tiêu dùng,99200,98700.0,99700,97700,13.3,Đi ngang,5.3,29.7
2023-06-06,MWG,Hàng tiêu dùng,95200,95800.0,97000,94300,8.7,Đi ngang,5.3,28.9
2023-06-07,MWG,Hàng tiêu dùng,99500,98000.0,100200,97500,10.7,Giảm,5.3,29.7
2023-06-08,MWG,Hàng tiêu dùng,94800,94400.0,96200,94100,19.4,Đi ngang,5.3,29.1
2023-06-09,MWG,Hàng tiêu dùng,92900,94100.0,95500,92500,8.5,Tăng,5.2,29.3
2023-06-12,MWG,Hàng tiêu dùng,88500,90000.0,91300,87300,12.9,Tăng,5.2,28.5
2023-06-13,MWG,Hàng tiêu dùng,90500,90700.0,92100,90000,6.0,Đi ngang,5.2,29.1
2023-06-14,MWG,Hàng tiêu dùng,89500,89500.0,89900,88100,15.0,Đi ngang,5.2,29.3
2023-06-15,MWG,Hàng tiêu dùng,90300,91700.0,92300,89200,8.8,Tăng,5.2,30.1
2023-06-16,MWG,Hàng tiêu dùng,90900,92800.0,93600,89800,15.2,Tăng,5.2,30.5
2023-06-19,MWG,Hàng tiêu dùng,92700,91600.0,93500,91000,,Giảm,5.2,30.5
2023-06-20,MWG,Hàng tiêu dùng,92400,90800.0,93700,89700,17.8,Giảm,5.2,30.8
2023-06-21,MWG,Hàng tiêu dùng,91100,91000.0,92200,90500,13.8,Đi ngang,5.2,31.1
2023-06-22,MWG,Hàng tiêu dùng,88000,88600.0,89100,86700,11.8,Đi ngang,5.2,30.9
2023-06-23,MWG,Hàng tiêu dùng,87100,,90300,86000,9.1,Tăng,5.2,31.7
2023-06-26,MWG,Hàng tiêu dùng,92300,90400.0,93400,89300,18.2,Giảm,5.2,32.3
2023-06-27,MWG,Hàng tiêu dùng,93400,92600.0,94400,91300,14.2,Đi ngang,5.2,33.2
2023-06-28,MWG,Hàng tiêu dùng,90100,89000.0,91200,88700,12.5,Giảm,5.2,32.2
2023-06-29,MWG,Hàng tiêu dùng,87700,86700.0,88900,85400,5.9,Đi ngang,5.2,31.5
2023-06-30,MWG,Hàng tiêu dùng,85300,86200.0,87600,85000,16.3,Tăng,5.2,31.8
2023-07-03,MWG,Hàng tiêu dùng,89400,88200.0,90100,87000,18.7,Giảm,5.2,32.2
2023-07-04,MWG,Hàng tiêu dùng,88600,90200.0,91500,88000,10.9,Tăng,5.2,32.5
2023-07-05,MWG,Hàng tiêu dùng,91500,91000.0,92400,90500,6.0,Đi ngang,5.2,32.6
2023-07-06,MWG,Hàng tiêu dùng,89100,91000.0,91800,87700,6.3,Tăng,5.2,32.4
2023-07-07,MWG,Hàng tiêu dùng,93100,92700.0,93600,91500,10.1,Đi ngang,5.2,32.6
2023-07-10,MWG,Hàng tiêu dùng,92600,91200.0,93500,90800,7.0,Giảm,5.2,31.8
2023-07-11,MWG,Hàng tiêu dùng,91800,93600.0,94700,91000,19.9,Tăng,5.2,32.6
2023-07-12,MWG,Hàng tiêu dùng,91100,92800.0,93500,90700,12.6,Tăng,5.2,32.3
2023-07-13,MWG,Hàng tiêu dùng,93400,92200.0,94400,91200,,Giảm,5.2,31.8
2023-07-14,MWG,Hàng tiêu dùng,93600,94600.0,94900,93000,15.2,Tăng,5.2,32.6
2023-07-17,MWG,Hàng tiêu dùng,97000,98400.0,98700,95800,16.3,Tăng,5.2,33.3
2023-07-18,MWG,Hàng tiêu dùng,98100,99400.0,100000,97100,4.5,Tăng,5.2,33.3
2023-07-19,MWG,Hàng tiêu dùng,98600,98100.0,99000,97100,4.6,Đi ngang,5.2,32.3
2023-07-20,MWG,Hàng tiêu dùng,100500,101800.0,102800,99400,5.0,Tăng,5.2,33.1
2023-07-21,MWG,Hàng tiêu dùng,102300,102500.0,103100,101200,9.2,Đi ngang,5.1,32.8
2023-07-24,MWG,Hàng tiêu dùng,106800,106700.0,107600,106300,12.3,Đi ngang,5.1,33.7
2023-07-25,MWG,Hàng tiêu dùng,108100,108600.0,109700,107100,7.0,Đi ngang,5.1,34.0
2023-07-26,MWG,Hàng tiêu dùng,110000,110700.0,111900,109300,13.1,Đi ngang,5.1,34.3
2023-07-27,MWG,Hàng tiêu dùng,112000,113000.0,113700,111200,9.5,Tăng,5.1,34.6
2023-07-28,MWG,Hàng tiêu dùng,111200,110300.0,112200,109900,6.2,Giảm,5.1,33.8
2023-07-31,MWG,Hàng tiêu dùng,110000,110700.0,112100,109200,10.6,Đi ngang,5.1,33.6
2023-08-01,MWG,Hàng tiêu dùng,106900,108100.0,108900,105700,5.5,Tăng,5.1,32.9
2023-08-02,MWG,Hàng tiêu dùng,105300,104100.0,106200,103000,6.3,Giảm,5.1,32.0
2023-08-03,MWG,Hàng tiêu dùng,101700,100700.0,102700,99400,16.0,Giảm,5.1,31.1
2023-08-04,MWG,Hàng tiêu dùng,101500,101000.0,101900,100000,18.3,Đi ngang,5.1,31.6
2023-08-07,MWG,Hàng tiêu dùng,99200,100800.0,101900,98700,17.3,Tăng,5.1,32.1
2023-08-08,MWG,Hàng tiêu dùng,99600,98800.0,100000,97600,11.8,Giảm,5.1,31.7
2023-08-09,MWG,Hàng tiêu dùng,98800,100300.0,101200,98300,8.8,Tăng,5.1,32.4
2023-08-10,MWG,Hàng tiêu dùng,101800,100000.0,102700,99500,7.6,Giảm,5.1,32.9
2023-08-11,MWG,Hàng tiêu dùng,94900,96300.0,97100,94000,5.5,Tăng,5.1,32.1
2023-08-14,MWG,Hàng tiêu dùng,95300,96400.0,97300,95000,8.6,Tăng,5.1,32.6
2023-08-15,MWG,Hàng tiêu dùng,91900,93000.0,94200,90500,9.8,Đi ngang,5.1,31.6
2023-08-16,MWG,Hàng tiêu dùng,92500,90600.0,93300,89200,17.8,Giảm,5.1,31.3
2023-08-17,MWG,Hàng tiêu dùng,93800,92100.0,94800,91300,8.4,Giảm,5.1,31.8
2023-08-18,MWG,Hàng tiêu dùng,90000,90000.0,90500,89000,9.5,Đi ngang,5.1,31.3
2023-08-21,MWG,Hàng tiêu dùng,87800,89100.0,90000,86400,9.5,Tăng,5.1,31.5
2023-08-22,MWG,Hàng tiêu dùng,85500,,87800,84600,7.2,Tăng,5.1,31.3
2023-08-23,MWG,Hàng tiêu dùng,85600,84300.0,86800,83700,12.0,Giảm,5.1,30.7
2023-08-24,MWG,Hàng tiêu dùng,87100,85500.0,87600,84900,11.1,Giảm,5.1,31.5
2023-08-25,MWG,Hàng tiêu dùng,83300,83000.0,83700,81700,19.4,Đi ngang,5.1,31.1
2023-08-28,MWG,Hàng tiêu dùng,85000,83000.0,85300,82400,4.7,Giảm,5.1,31.3
2023-08-29,MWG,Hàng tiêu dùng,85000,83500.0,86300,83000,14.5,Giảm,5.1,31.7
2023-08-30,MWG,Hàng tiêu dùng,79600,79700.0,80800,79100,7.4,Đi ngang,5.1,30.8
2023-08-31,MWG,Hàng tiêu dùng,81700,80600.0,82800,79400,,Giảm,5.1,31.7
2023-09-01,MWG,Hàng tiêu dùng,79400,80200.0,80800,78900,10.4,Tăng,5.1,31.2
2023-09-04,MWG,Hàng tiêu dùng,81200,82700.0,83900,80700,17.2,Tăng,5.1,31.9
2023-09-05,MWG,Hàng tiêu dùng,85500,83600.0,86800,83200,11.6,Giảm,5.1,31.7
2023-09-06,MWG,Hàng tiêu dùng,84400,85100.0,86300,83800,12.6,Đi ngang,5.1,32.1
2023-09-07,MWG,Hàng tiêu dùng,85900,84500.0,86400,83200,19.6,Giảm,5.1,31.4
2023-09-08,MWG,Hàng tiêu dùng,86300,86000.0,86800,85200,11.0,Đi ngang,5.1,32.0
2023-09-11,MWG,Hàng tiêu dùng,87000,87200.0,88500,85600,7.5,Đi ngang,5.1,32.0
2023-09-12,MWG,Hàng tiêu dùng,88700,88700.0,89000,88000,11.3,Đi ngang,5.1,32.5
2023-09-13,MWG,Hàng tiêu dùng,91800,90400.0,92500,89600,15.9,Giảm,5.1,32.9
2023-09-14,MWG,Hàng tiêu dùng,89700,89100.0,90700,87900,8.7,Đi ngang,5.1,32.4
2023-09-15,MWG,Hàng tiêu dùng,87700,89000.0,89800,86900,11.9,Tăng,5.1,32.3
2023-09-18,MWG,Hàng tiêu dùng,88000,87300.0,89300,85900,11.3,Đi ngang,5.1,31.6
2023-09-19,MWG,Hàng tiêu dùng,88500,90100.0,91400,87500,5.3,Tăng,5.1,32.1
2023-09-20,MWG,Hàng tiêu dùng,91200,91300.0,92700,90000,7.1,Đi ngang,5.1,32.4
2023-09-21,MWG,Hàng tiêu dùng,94600,93600.0,95700,93200,6.2,Giảm,5.1,33.0
2023-09-22,MWG,Hàng tiêu dùng,98000,96300.0,98500,95200,12.6,Giảm,5.1,33.8
2023-09-25,MWG,Hàng tiêu dùng,101100,100700.0,101900,99400,20.8,Đi ngang,5.1,34.8
2023-09-26,MWG,Hàng tiêu dùng,100000,100700.0,101400,99600,5.4,Tăng,5.1,34.5
2023-09-27,MWG,Hàng tiêu dùng,99700,101400.0,101700,99100,13.3,Tăng,5.1,34.2
2023-09-28,MWG,Hàng tiêu dùng,102900,101200.0,103600,100900,17.7,Giảm,5.1,34.0
2023-09-29,MWG,Hàng tiêu dùng,103700,102600.0,104000,102200,16.7,Giảm,5.1,33.9
2023-10-02,MWG,Hàng tiêu dùng,100100,100500.0,101100,99300,11.1,Đi ngang,5.1,33.7
2023-10-03,MWG,Hàng tiêu dùng,97500,99000.0,99600,96000,17.8,Tăng,5.1,33.4
2023-10-04,MWG,Hàng tiêu dùng,95400,96100.0,97200,94800,10.2,Đi ngang,5.1,33.0
2023-10-05,MWG,Hàng tiêu dùng,93500,93900.0,94300,92800,17.1,Đi ngang,5.0,32.6
2023-10-06,MWG,Hàng tiêu dùng,94100,92800.0,94700,92500,6.8,Giảm,5.0,32.6
2023-10-09,MWG,Hàng tiêu dùng,91500,90400.0,92200,90000,19.1,Giảm,5.0,31.8
2023-10-10,MWG,Hàng tiêu dùng,89900,89000.0,91000,88200,16.2,Giảm,5.0,31.7
2023-10-11,MWG,Hàng tiêu dùng,86500,87200.0,88500,85000,11.1,Đi ngang,5.0,31.0
2023-10-12,MWG,Hàng tiêu dùng,88500,86800.0,89000,86300,14.7,Giảm,5.0,31.1
2023-10-13,MWG,Hàng tiêu dùng,85400,86900.0,87300,84100,9.7,Tăng,5.0,31.2
2023-10-16,MWG,Hàng tiêu dùng,83900,83600.0,84300,82900,20.6,Đi ngang,5.0,30.5
2023-10-17,MWG,Hàng tiêu dùng,81700,81100.0,82100,80600,11.6,Giảm,5.0,30.0
2023-10-18,MWG,Hàng tiêu dùng,79500,79300.0,80000,78100,12.9,Đi ngang,5.0,29.8
2023-10-19,MWG,Hàng tiêu dùng,78200,78000.0,79600,76700,14.0,Đi ngang,5.0,29.5
2023-10-20,MWG,Hàng tiêu dùng,79000,77300.0,79300,77000,8.8,Giảm,5.0,29.8
2023-10-23,MWG,Hàng tiêu dùng,76300,75000.0,76900,73900,14.0,Giảm,5.0,29.2
2023-10-24,MWG,Hàng tiêu dùng,74100,73000.0,74800,72000,20.8,Giảm,5.0,28.4
2023-10-25,MWG,Hàng tiêu dùng,74000,73100.0,74900,72300,12.6,Giảm,5.0,28.5
2023-10-26,MWG,Hàng tiêu dùng,74500,74000.0,75000,72900,21.2,Đi ngang,5.0,29.2
2023-10-27,MWG,Hàng tiêu dùng,74100,73700.0,74600,73400,11.2,Giảm,5.0,29.6
2023-10-30,MWG,Hàng tiêu dùng,72600,71200.0,73600,70500,16.7,Giảm,5.0,28.7
2023-10-31,MWG,Hàng tiêu dùng,70800,70400.0,71800,69600,6.8,Đi ngang,5.0,28.4
2023-11-01,MWG,Hàng tiêu dùng,74600,73800.0,75700,72400,8.8,Đi ngang,5.0,29.2
2023-11-02,MWG,Hàng tiêu dùng,72000,73500.0,75000,71300,18.9,Tăng,5.0,28.8
2023-11-03,MWG,Hàng tiêu dùng,72600,74400.0,75500,72300,4.2,Tăng,5.0,29.0
2023-11-06,MWG,Hàng tiêu dùng,72900,74000.0,74600,72200,16.5,Tăng,5.0,28.4
2023-11-07,MWG,Hàng tiêu dùng,76600,76900.0,77800,75800,9.2,Đi ngang,5.0,29.1
2023-11-08,MWG,Hàng tiêu dùng,80100,79700.0,81600,79100,16.8,Đi ngang,5.0,29.8
2023-11-09,MWG,Hàng tiêu dùng,83300,82200.0,84000,81700,11.0,Giảm,5.0,30.7
2023-11-10,MWG,Hàng tiêu dùng,80300,81800.0,83200,79700,11.6,Tăng,5.0,30.5
2023-11-13,MWG,Hàng tiêu dùng,86500,85200.0,87900,84200,12.4,Giảm,5.0,31.3
2023-11-14,MWG,Hàng tiêu dùng,88300,86600.0,88900,86200,7.3,Giảm,5.0,31.6
2023-11-15,MWG,Hàng tiêu dùng,87200,89000.0,89600,86600,17.8,Tăng,5.0,31.9
2023-11-16,MWG,Hàng tiêu dùng,90700,92300.0,92600,90100,4.4,Tăng,5.0,32.5
2023-11-17,MWG,Hàng tiêu dùng,93200,92600.0,94200,91600,14.8,Đi ngang,5.0,32.3
2023-11-20,MWG,Hàng tiêu dùng,89800,,91200,88700,14.3,Tăng,5.0,31.5
2023-11-21,MWG,Hàng tiêu dùng,89600,91400.0,92400,88700,7.3,Tăng,5.0,31.2
2023-11-22,MWG,Hàng tiêu dùng,91300,92800.0,93500,90100,7.5,Tăng,5.0,31.2
2023-11-23,MWG,Hàng tiêu dùng,91800,92500.0,93300,91000,15.5,Tăng,5.0,30.8
2023-11-24,MWG,Hàng tiêu dùng,94400,93900.0,94800,92700,10.6,Đi ngang,5.0,31.1
2023-11-27,MWG,Hàng tiêu dùng,93100,95000.0,96300,92800,14.8,Tăng,5.0,31.0
2023-11-28,MWG,Hàng tiêu dùng,94100,94800.0,95200,93000,12.8,Tăng,5.0,30.7
2023-11-29,MWG,Hàng tiêu dùng,95200,95300.0,96200,94200,16.2,Đi ngang,5.0,30.4
2023-11-30,MWG,Hàng tiêu dùng,96200,95500.0,97600,95100,11.7,Đi ngang,5.0,29.9
2023-12-01,MWG,Hàng tiêu dùng,97900,96900.0,99000,96300,10.8,Giảm,5.0,30.6
2023-12-04,MWG,Hàng tiêu dùng,92700,93200.0,93900,91500,8.5,Đi ngang,5.0,29.9
2023-12-05,MWG,Hàng tiêu dùng,89400,90400.0,90800,88600,17.1,Tăng,5.0,29.3
2023-12-06,MWG,Hàng tiêu dùng,90500,90900.0,91500,89700,20.2,Đi ngang,5.0,29.7
2023-12-07,MWG,Hàng tiêu dùng,89900,89400.0,90500,88200,11.6,Đi ngang,5.0,29.7
2023-12-08,MWG,Hàng tiêu dùng,87100,88500.0,89800,86100,14.8,Tăng,5.0,29.7
2023-12-11,MWG,Hàng tiêu dùng,88500,88900.0,90100,87500,5.2,Đi ngang,5.0,30.0
2023-12-12,MWG,Hàng tiêu dùng,86000,85400.0,86400,84500,7.7,Giảm,5.0,29.3
2023-12-13,MWG,Hàng tiêu dùng,83100,81500.0,83800,80700,20.6,Giảm,5.0,
2023-12-14,MWG,Hàng tiêu dùng,80200,79700.0,80600,79100,9.1,Giảm,5.0,28.0
2023-12-15,MWG,Hàng tiêu dùng,79700,78000.0,80700,77700,15.2,Giảm,5.0,27.9
2023-12-18,MWG,Hàng tiêu dùng,74800,76100.0,76400,73500,5.0,Tăng,5.0,27.5
2023-12-19,MWG,Hàng tiêu dùng,74000,75500.0,76300,73400,4.4,Tăng,5.0,27.8
2023-12-20,MWG,Hàng tiêu dùng,72700,73800.0,74500,72400,11.9,Tăng,5.0,27.5
2023-12-21,MWG,Hàng tiêu dùng,77500,75900.0,77900,74500,13.4,Giảm,5.0,28.3
2023-12-22,MWG,Hàng tiêu dùng,76500,,76800,75200,7.8,Đi ngang,5.0,28.6
2023-12-25,MWG,Hàng tiêu dùng,77500,75600.0,78700,74600,18.1,Giảm,5.0,28.9
2023-12-26,MWG,Hàng tiêu dùng,74900,74900.0,76000,73800,10.2,Đi ngang,5.0,29.2
2023-12-27,MWG,Hàng tiêu dùng,75700,76100.0,77300,74400,17.3,Đi ngang,5.0,29.7
2023-12-28,MWG,Hàng tiêu dùng,73300,73300.0,74500,72600,14.5,Đi ngang,5.0,29.2
2023-12-29,MWG,Hàng tiêu dùng,73900,73800.0,74500,72500,18.7,Đi ngang,5.0,29.8
2023-01-02,VCB,Tài chính,91900,90300.0,92900,90000,4.6,Giảm,2.8,25.3
2023-01-03,VCB,Tài chính,91700,91700.0,92300,91300,7.1,Đi ngang,2.8,25.2
2023-01-04,VCB,Tài chính,89200,89300.0,90600,88200,5.1,Đi ngang,2.8,24.5
2023-01-05,VCB,Tài chính,92800,91500.0,93700,91000,6.9,Giảm,2.8,24.7
2023-01-06,VCB,Tài chính,93300,93400.0,93800,92400,15.4,Đi ngang,2.8,24.9
2023-01-09,VCB,Tài chính,92700,94400.0,94800,92200,9.9,Tăng,2.8,24.8
2023-01-10,VCB,Tài chính,95200,95500.0,96600,94100,5.5,Đi ngang,2.8,24.9
2023-01-11,VCB,Tài chính,96200,94500.0,96500,93100,12.0,Giảm,2.8,24.6
2023-01-12,VCB,Tài chính,95800,95700.0,96600,95200,3.5,Đi ngang,2.8,24.7
2023-01-13,VCB,Tài chính,95100,96100.0,97200,93600,4.8,Đi ngang,2.8,24.6
2023-01-16,VCB,Tài chính,100100,98300.0,101600,97100,9.5,Giảm,2.8,25.0
2023-01-17,VCB,Tài chính,101700,100700.0,102200,100100,13.2,Giảm,2.8,
2023-01-18,VCB,Tài chính,103800,102600.0,104600,101900,12.4,Giảm,2.8,25.6
2023-01-19,VCB,Tài chính,99600,101100.0,101800,99000,15.2,Tăng,2.8,24.9
2023-01-20,VCB,Tài chính,101400,101700.0,102300,100600,6.1,Đi ngang,2.8,24.6
2023-01-23,VCB,Tài chính,100800,100300.0,102100,99100,14.1,Đi ngang,2.8,23.9
2023-01-24,VCB,Tài chính,98100,99100.0,100500,97500,10.6,Tăng,2.8,23.4
2023-01-25,VCB,Tài chính,100200,100900.0,101800,99800,11.0,Tăng,2.8,23.4
2023-01-26,VCB,Tài chính,102600,100900.0,103800,99500,3.5,Giảm,2.8,23.2
2023-01-27,VCB,Tài chính,101800,100300.0,102400,99700,16.3,Giảm,2.8,22.7
2023-01-30,VCB,Tài chính,103900,102000.0,104500,101200,15.2,Giảm,2.8,23.0
2023-01-31,VCB,Tài chính,100800,101300.0,102600,99400,7.1,Đi ngang,2.8,22.7
2023-02-01,VCB,Tài chính,101800,101500.0,103000,100000,8.0,Đi ngang,2.8,22.9
2023-02-02,VCB,Tài chính,102300,101800.0,103000,100300,6.7,Đi ngang,2.8,23.2
2023-02-03,VCB,Tài chính,101900,100800.0,103300,99900,13.6,Giảm,2.8,23.1
2023-02-06,VCB,Tài chính,99700,101300.0,102600,98500,9.5,Tăng,2.8,23.6
2023-02-07,VCB,Tài chính,100700,101700.0,103100,99700,18.3,Đi ngang,2.8,24.1
2023-02-08,VCB,Tài chính,102500,102500.0,102900,101800,15.1,Đi ngang,2.8,24.4
2023-02-09,VCB,Tài chính,99600,99000.0,101100,98100,8.0,Đi ngang,2.8,24.1
2023-02-10,VCB,Tài chính,95800,97000.0,98200,94900,8.5,Tăng,2.8,24.1
2023-02-13,VCB,Tài chính,94200,94200.0,94600,93000,7.0,Đi ngang,2.8,23.5
2023-02-14,VCB,Tài chính,94800,94900.0,96100,93600,13.9,Đi ngang,2.8,24.0
2023-02-15,VCB,Tài chính,91500,93400.0,93700,90300,15.3,Tăng,2.8,23.9
2023-02-16,VCB,Tài chính,91100,90800.0,92200,90100,15.9,Đi ngang,2.8,23.6
2023-02-17,VCB,Tài chính,90800,92200.0,93600,90000,13.2,Tăng,2.8,24.2
2023-02-20,VCB,Tài chính,90600,92500.0,93600,90200,12.3,Tăng,2.8,24.3
2023-02-21,VCB,Tài chính,92600,91000.0,93400,90600,7.1,Giảm,2.8,23.9
2023-02-22,VCB,Tài chính,87200,88700.0,89400,86500,12.8,Tăng,2.8,23.3
2023-02-23,VCB,Tài chính,87700,89000.0,89900,87300,13.1,Tăng,2.8,23.5
2023-02-24,VCB,Tài chính,85200,86200.0,86700,84000,12.7,Tăng,2.8,22.8
2023-02-27,VCB,Tài chính,84400,84300.0,85000,84000,4.7,Đi ngang,2.8,22.7
2023-02-28,VCB,Tài chính,81500,82500.0,83700,81100,11.5,Tăng,2.8,22.5
